chirp_mass_source,lambda_tilde,mass_ratio
1.1847040642791373,448.2555307373245,0.8611030973578953
1.1863525988667343,651.5065661265162,0.8249889742527647
1.1905982927938645,367.5590345193917,0.873751215683573
1.1878262144291813,702.9726906696538,0.654495757328548
1.1880464325665894,404.5370381715407,0.975041020150651
1.1876417341712382,693.643598613265,0.930621231402003
1.1914338181083315,781.6533593320034,0.9479796439219512
1.1869423060575441,204.9487996032991,0.828521741166035
1.187030543762934,642.44413209073,0.924450549446334
1.18669241677378,371.93702462226474,0.8045518095009423
1.1862069891286184,664.8259513736667,0.9773826066248387
1.1906448691332936,451.50540607616955,0.8388555994362126
1.18371018360079,500.76947474994233,0.9064376334507992
1.1905526471726713,394.05135850701043,0.7534114532575986
1.1882483043585623,235.36779809717157,0.8819433169786356
1.1875244857589822,860.5461786007193,0.903973286153714
1.1863938082393666,335.46465183466825,0.9393708947552988
1.1885571985000822,748.526388544858,0.9279959098622027
1.1887706436712229,448.859767500975,0.7659876009640695
1.1852566966862983,677.9184025254818,0.9232525042955224
1.1867526154653754,499.57575028471626,0.8843004469978858
1.188068873331574,693.1580372584999,0.8005106759627189
1.1851782852016024,260.13517381561155,0.8455263495867614
1.1873434771985276,852.378913378229,0.8793910073827704
1.1856864667854803,832.3823097129648,0.8154640309580593
1.187048947789675,645.4435267891395,0.9442355597251813
1.1853916878241006,543.9497903432276,0.9468455917340665
1.1888932619239734,434.11438149944223,0.7905706002781007
1.1851530847018288,446.11980313290996,0.9803061581151822
1.1901508190407455,602.9245008620885,0.8320622313218948
1.185321648169199,424.8437547289213,0.8798908690757824
1.1857260570133235,717.4059767364859,0.9930831579201089
1.1886191566181765,681.4903049176287,0.8998271171439051
1.186089988242476,342.1258991600376,0.7519249865941432
1.1856334402401976,336.16139977635254,0.9743318930794138
1.1878989377413458,225.7203450315517,0.7141969145190127
1.1885442190312503,549.1547166435446,0.9474934005648988
1.1860366005935312,714.8138674715736,0.8960293481111521
1.1882211233920346,542.1244720839318,0.8161326593516885
1.184905558152104,344.90214901370337,0.7152273196215275
1.185699065924948,473.6153921406313,0.9617123321286107
1.1896202202616133,514.8661633309699,0.8430600184005171
1.1866976134409475,470.05010674710996,0.9847780533083154
1.1894021325191522,395.05017840726697,0.9733081408306062
1.1877465487596133,464.3200433901606,0.9959031078362941
1.1844807015749323,822.2821954124389,0.9419545393597615
1.1908163271559729,539.1194928303662,0.8258526875161613
1.185225595346392,437.4267413280808,0.859814436986241
1.1869024176069094,426.22368783612956,0.8336564529250603
1.1858197083204043,878.1963627472329,0.9538384759522056
1.1869838284017007,350.3605568346721,0.9571837389455417
1.189020283561339,502.4891231671277,0.8751766206675604
1.1858672339394476,408.44687497893324,0.882453906720499
1.1855485729277673,504.1568209150926,0.8124427132845388
1.1852219691358028,465.2602947154571,0.9801269177249845
1.1886343369464951,562.0190039339728,0.7872281811478414
1.1864610449939694,518.6125752592942,0.9022433346975326
1.1867058758328293,484.0337296194566,0.8998233925245971
1.1878307508457597,463.21239826796136,0.9939180356353721
1.1886504524248809,292.3968465611728,0.6511699513061351
1.1865544914794908,733.079738599518,0.9958395678288314
1.1884969420023221,551.070904673418,0.9849655161567429
1.1886121700035437,420.16027919762655,0.8160659772077219
1.1854822386360084,581.4497397848124,0.9892933358689854
1.1865806130581078,508.3376279358741,0.9902264354460814
1.1855069792153685,402.56242132220046,0.9725762542664239
1.1848820758156555,683.4024361235845,0.929832369484763
1.186299818201216,913.7755408424979,0.9131507409434623
1.1890972696055866,732.0878543650354,0.7723183310256044
1.1864877875834345,493.3569658846623,0.7213542981385556
1.1884947753440587,552.1318253741958,0.8956929417711678
1.1873342174406434,921.4456097801374,0.8429702869922409
1.1866038898744655,455.9846812804719,0.9380235262632958
1.1849432109331615,402.4513881703558,0.8161267699629958
1.187652707076189,800.0755827172197,0.8590139964071334
1.189917296354275,384.11959185101523,0.9802758206833864
1.1907222239764428,570.7483780087299,0.7642625436467824
1.1888288449140942,384.81722691204794,0.902273131033765
1.1864256027012439,688.0677079749292,0.9399015182186474
1.1873208225046028,714.3411017501116,0.998159592663856
1.187836331646298,962.6138353790255,0.7992918910761687
1.1888046332404252,444.5850096612087,0.8043274053611889
1.1895527620249229,829.6695181504199,0.9127632638604186
1.1864694357860992,704.2164682311841,0.8298237487881912
1.1909815492402005,772.4635461412746,0.7707187820077147
1.1868096885056822,767.8297760007821,0.7508557313630049
1.1897846367968392,470.306106921601,0.8601254134690669
1.1896686313555458,498.96221942095696,0.802715914022974
1.1902272336566777,682.9931869875402,0.8816399844158831
1.18763408017884,267.25271240089455,0.9423499597316984
1.189331182184658,232.29198639984355,0.897859255879179
1.1903272124046531,378.19211976502595,0.9967422570691199
1.1855053260881807,418.12392172280244,0.9559526823225888
1.185095069019965,554.8645209408946,0.9630716371375182
1.1916132761037366,309.058211869871,0.8168828080376729
1.1853084747078733,263.0879930600921,0.7552912057539041
1.1873084545955397,270.66717591137655,0.7920336448718005
1.1907854013760375,509.2532797265245,0.9531635971650585
1.1885414602723856,554.8388878104022,0.8270149537478588
1.1868702782339446,268.23346165887756,0.69494956291534
