chirp_mass_source,lambda_tilde
1.1919527801159964,1855.8883688211117
1.19069194577824,916.9980410866483
1.191282318624319,1268.917467871747
1.1875992491616643,867.9565119628398
1.1906869518092196,738.2238370897416
1.188882280991874,1716.100766714891
1.189831211729117,764.3077510157455
1.1875156987760362,1373.718156730049
1.1888568754935365,2139.9950232940564
1.185281144970138,1828.4632376199158
1.1847137629286566,645.9366345840905
1.1896782622280297,1049.302700044805
1.1868358374540857,1716.743956522723
1.1903418366093677,672.6530289874341
1.1871993824909415,902.5531627613926
1.1864088764273588,829.3087535798973
1.1923436458433168,836.9198350510869
1.1919697706080337,1322.6643972430836
1.1846025592377603,1163.796303484804
1.1919532197751008,944.1770781092997
1.1897627012655856,922.4218524152352
1.1852336147168567,1751.4792068847075
1.1881249424745968,1700.169965513431
1.1912081167971027,461.27221833850257
1.1927911358365118,1490.3402027023947
1.1860481692065248,1317.7803898494076
1.1898714041044398,1445.7414345190907
1.185714731427576,870.2305478163079
1.1849610075286594,1945.9063560958957
1.1916627035008331,848.5585873717789
1.192264170930633,796.1556868846963
1.1886378249785867,1172.7183537480146
1.1867273211784088,1718.7077100620986
1.187030942120547,1531.316113574794
1.1878769909125986,1292.5933653613483
1.1888012740432627,1945.1393506987156
1.1920377032883247,1415.7588925389873
1.1894058482947216,1306.3715349022916
1.1862924691006769,846.8241715213879
1.191034645915064,1007.9969041479619
1.1877493611054821,1228.3769723154903
1.1933227199729828,1032.9738713935988
1.1938227131390922,790.8274302320784
1.187325441553252,1840.7495991491426
1.1885103113992685,1097.3661861356823
1.186257829339834,1596.4594344066845
1.1897157709392037,1027.5084288272024
1.1876458531531013,1798.5520349261963
1.1890680393099506,755.4489497880517
1.1858811122601816,1663.7611199325002
1.1873648920141675,704.5473915147867
1.190455168481074,610.1822536707841
1.1868043544498021,1095.0682132986065
1.193729404419725,430.278846493866
1.1852214397935252,483.73763089294044
1.1852642737630799,1229.589901322817
1.1879359768775357,2038.97634549833
1.1910531552918335,1192.613297044109
1.1906003694129104,504.6630559049115
1.1859474294233692,972.3683822615017
1.1879244320517983,1130.878001525066
1.187112391486923,1402.4581203686346
1.1892333685296486,1432.2333648222939
1.1882822457871187,1556.7591191747547
1.1895815161287173,90.4103295160766
1.184979742476922,127.99186370151062
1.193312624029993,427.3291095031114
1.1879463945858193,1176.0788957196896
1.1859557989998903,709.7878475368909
1.190088233019607,871.8817935997542
1.186752022587482,984.9375564388156
1.1885839701195517,1094.4065979739892
1.1924346096356058,1272.6260365621877
1.1845258107194587,1339.4253933116036
1.1897221645218607,464.09976908505246
1.1874991825934038,1313.3246384943814
1.1856399021275517,1325.5676038324843
1.1880065277813465,946.5981423414611
1.1874474740007823,1079.2969015816284
1.1878791531399655,458.8046754507108
1.1867351264345793,1309.16561272686
1.1914688555456454,599.0703230985861
1.186085019122941,777.4331768298536
1.1901807386725098,636.9884865095438
1.1889868516900397,825.4821551578066
1.1905341008707604,788.419038388474
1.189166101870014,892.4682389032197
1.1924498620689878,1421.2269561744943
1.1874910199142008,975.2929334426735
1.1889638437942365,489.3105757409625
1.1894041841694252,339.79310351027533
1.18893567758619,1536.7902941294822
1.185464485298046,1457.3189431744474
1.1893211587185752,1205.7106711663039
1.1882833883375745,928.5462212038398
1.1882871920420464,1663.9793957212846
1.1897877345733185,1900.331699182481
1.1893941668170438,970.3722619083582
1.1863799754837767,1130.5894173031954
1.185901193166276,499.8752536528487
1.1876052499805485,1728.1412942765428
1.1903717040228627,66.10450888441389
1.1855650120811865,1394.4978658657533
1.1886185964935785,848.8729639304395
1.184902575744011,607.2550295007759
1.1859702299458463,888.8604956139479
1.1888697480652066,1199.874963272933
1.1896778260259149,1287.3363383815135
1.1868335836751367,880.2006164931398
1.1849476684710538,1074.443700276002
1.185292300975326,923.9015233233558
1.192298691886945,1012.4325402517372
1.1903088827477029,908.2563504946947
1.1895070192896797,802.2913597863798
1.1900205962498844,1100.9577039224198
1.192647115762721,1569.2988457729114
1.1893601598335055,748.3124493840106
1.1856393680023682,1105.7256236999365
1.1874582172699732,176.2639273460285
1.1866187326176414,1028.1499200171743
1.1914472435282828,78.70622189948985
1.1878486208869297,601.025408012216
1.192412361662628,775.9719656944663
1.1911500319610804,1147.9427485468352
1.190666185393585,1073.313124473651
1.1895176255554945,1665.1474834014455
1.1865810185553713,487.64080876956956
1.1891300030432106,743.7796573680707
1.1852364470403391,1222.9788145396858
1.1908212890494319,235.30879493695898
1.1896701223332038,1229.4460798496323
1.1847476714118286,150.2003099739908
1.1902062930059913,833.2211252391484
1.1862951724868802,1157.4562492785137
1.1897069788456163,164.9612436969062
1.1905171350035022,830.3494121027857
1.186785620139046,1223.1099822299334
1.1925678369382462,732.92662373829
1.1866081048614718,1579.9975776833999
1.185382790633945,1436.9640009134434
1.1911410864909886,1520.1042113053886
1.1924212736819144,564.5477728650638
1.189005274550275,885.2741220413509
1.1906565491089351,1424.2635744498918
1.1879112376771195,382.53098694561436
1.1864022942223786,814.1610083633716
1.1898761732851222,1066.6202962164245
1.190416859517654,995.2872033274958
1.1869243577783937,1167.3390099578646
1.1890161296078872,1399.846780725569
1.1921319202611247,1331.5520923610172
1.1891983063004643,1575.3981017572369
1.1913144490622543,173.88806452669283
1.191223988130849,240.42648873853094
1.188921126644984,1608.8037091492984
1.188351982094647,577.6446003811476
1.1872298586594359,1324.3220003472586
1.1912364109427733,656.1447170242957
1.1914007613975441,1522.7479314883965
1.1891448103921354,599.7567897245395
1.191530851488274,908.1494937694656
1.1912673851175493,1754.2042094362955
1.1869793163736346,308.59094184081397
1.1877389661816302,471.33980639567284
1.1856613824759907,1551.511170791873
1.1868406290280389,1409.4030712452773
1.186806866023935,490.61488115137627
1.1856479642751279,950.307826935131
1.185766625281169,1540.9859146712079
1.1889890744968707,734.2976190343712
1.186441974416307,1211.996117359538
1.1886376576951454,941.6440577762258
1.191729614724262,497.98233223924257
1.1923508875916182,676.9063815483638
1.1890393042816783,678.9094570650016
1.1868316795203895,1376.5032131239416
1.1918625799954066,392.047738302204
1.1858277710392193,1821.5700682347542
1.1875981324153428,745.2235227247404
1.1854882964840823,1159.7544507668295
1.184883438021254,1357.1971886296496
1.1908309065391662,1812.4983189504023
1.1883762046764592,950.5531451321651
1.1868987506292779,713.6228619964259
1.190421710335454,421.97085414597666
1.1903308613141685,953.5726792480028
1.193073738688487,1038.940650712061
1.189501812997343,361.8128250026259
1.1859293989742674,1775.2519045985214
1.1896192837967592,1125.3329082931502
1.1882693101927948,673.4030149622189
1.1887821916209431,728.6133737375129
1.1850158464550253,831.9727127547065
1.1932229737449445,640.3442945641018
1.1861456532909491,1947.9279354687833
1.1915917711249437,1557.4660093946293
1.1907138704066313,1142.197121982948
1.1866971636205408,807.4636406131985
1.1908417331979786,1311.508554005663
1.1883472451595185,1211.96114393211
1.1868410031042882,328.3067078364258
1.1853649562589987,610.0476664518483
1.1856530452003717,560.8953642750146
1.1895906696464158,1323.8417721309834
1.1914967941773824,855.7450912553206
1.1877556251603238,651.4774929290503
1.1858938014109814,405.5650683800712
1.1913511456282078,351.736575986855
1.1876544813594698,529.1275384510116
1.1875788866360226,1164.182930973007
1.1880245768155053,1348.2130675039116
1.1891808443496354,508.3620474877936
1.1905922989216364,924.1456385286217
1.1870796634300944,925.9425869431103
1.1900563860863964,1081.1158798762276
1.1910635268353589,971.7959601367321
1.1880534303822823,1024.2743043244602
1.1904574986359602,689.593974864385
1.1872747206255398,1292.1010613969818
1.1887479723587404,1150.19224909824
1.1874152333484171,981.4779924112485
1.1857489930831164,1475.5294624746468
1.191656912456886,1279.7813838374093
1.1866351924124854,1019.3652815976986
1.1905172120919787,1174.6578143915406
1.1845598232396937,1433.8230542155209
1.1907329466280423,1071.0777112382934
1.1873629741225458,610.1446441442216
1.1888282783011697,1212.3701577612749
1.1854301306736212,736.4079690243649
1.1942368810991735,422.89949320954577
1.1904356108262626,1298.4690470963915
1.1873623251435566,557.7041700685382
1.1900556016023842,932.831951305849
1.1931403180958287,647.8062036441379
1.1868405399724329,1357.1543760554698
1.1920136009984907,335.1483932063112
1.185414862266649,1570.611406550517
1.1847779013736701,65.22166180506974
1.1900872625068089,1147.3281192496297
1.186644675361794,1286.5847823166025
1.189047693531206,1230.3638337888651
1.1852321236739827,1093.0812332137732
1.187922476958369,1195.6691165391458
1.1874617550873736,616.7536138670154
1.1885127873343941,1319.2763950355265
1.1856447495175202,1262.3343606240921
1.1874091325520248,417.84240555166275
1.1877112836993997,347.29075503280507
1.1925071376011525,668.8121539040619
1.1904444075215364,868.6164026158154
1.1886150629648702,412.6597128902509
1.1906833181863608,332.7168586774539
1.187343172339387,162.7137920359663
1.1887686635353978,1016.1341966722105
1.1865949455763156,942.542062522148
1.1853350301637904,1135.5701854547838
1.1937590914213991,715.5652086108977
1.192303659290629,1353.911359022104
1.1850444208911954,1374.076724853792
1.1923462137218142,309.38688459076997
1.1843640873453516,684.5408450019602
1.1889751711146077,822.0326747122593
1.1900514036240797,808.8085058273322
1.186875874702732,947.0709349587928
1.1867239842860737,1225.669536277093
1.1897173486762853,335.1864860900124
1.1870517780055632,1247.7669324412175
1.191899816054633,1214.3009328664064
1.1878579755002368,316.9982602981747
1.1884309801166812,1643.2354468018207
1.1897026697494448,1214.6759123504182
1.1850580878620214,949.2840042737255
1.1913972342170749,1255.5928801678044
1.189999554107096,826.9726805979101
1.1878356472709868,459.2752695931101
1.1914162096629688,1320.4739357399535
1.1884105218489625,1825.6978723992172
1.1901076567157896,1630.4557355257866
1.1924974326467808,909.5475944413178
1.1902000757095192,796.0485936575592
1.193033265427367,626.383071602352
1.1897797043971046,769.9598543217965
1.1861568922785155,1381.9795661727755
1.1884009133250364,837.7225275307378
1.1857058071033812,1423.9358115829473
1.1868391780805811,1378.7536834720509
1.1912968419127834,925.2449153186393
1.1859695357335274,1544.4907851616736
1.1920074895332782,1485.4860063079136
1.1874114122414614,429.0844959830819
1.1865033070039712,1349.0977875879078
1.1926153702524511,835.0025020919637
1.1889757186316101,1229.0519097902554
1.1925838754919844,458.99025803736043
1.1868947372966971,1715.3809850692014
1.1861394520976056,141.18953492479093
1.186117324445401,941.9835267537565
1.1882689625571643,1099.4141281648774
1.191847686806627,824.9974669144402
1.1887444367598543,605.7879183831317
1.185999871951774,1070.6361778919197
1.191089001502336,964.9457422302585
1.1853993280288948,283.91582125254513
1.1903877323339296,916.7496185693049
1.1863129469993425,838.9379603109354
1.1871945234671868,1358.7776549158007
1.1873967485671706,615.3599564771627
1.1881443457004175,778.6691016528382
1.1889600332186199,956.6897872288091
1.187972740041201,1487.3252357443523
1.1885173483547062,459.72425892768496
1.1897410847309888,1098.0783617767063
1.1897183336702781,1524.1040683220654
1.185240191661817,1049.0566041963066
1.1883967581091004,1122.0759077108528
1.1843620344722952,307.0621034066245
1.191956915901291,1054.1001881485172
1.185808353641459,941.7195784746706
1.1884151890018093,696.2054392048381
1.1866233303658487,1641.3063680144332
1.1866556309260674,1404.1118623878278
1.1903882667867454,1709.1001875613106
1.189100536351264,410.70659458642837
1.188692784874916,1288.8793728291585
1.1879231204454888,447.6195435050166
1.1871069402326746,1408.7539225558885
1.1925930225522439,840.3688661706127
1.1861685011063885,743.6226815704028
1.1885217061604407,564.4046229162205
1.1865213658878582,1672.3748622058379
1.1892742127995952,1614.3025889753621
1.1869166118632957,843.6237287709648
1.190163774056406,804.5315007841361
1.1904109542038492,362.0063145064771
1.1906163459561359,522.1499767064867
1.1897530943604218,224.12417665703393
1.1880161734854953,692.9486479518534
1.1860381294490976,917.4414955659508
1.1872019341500133,1190.8100725997706
1.185382622816189,1027.6656711657004
1.186420974053603,657.365994053465
1.1859885470127935,690.8799495774144
1.1878050863474208,729.5188006562128
1.1865440877673292,311.81466512418865
1.1862841318157566,1531.3357411425015
1.1907068353346602,870.5749062101402
1.1858073739770558,979.2167762753247
1.1918377886951137,598.6295557220622
1.1906700906999583,647.3201381462541
1.1890207076246224,819.7424359150425
1.1886779779118706,1221.0105945123898
1.189531395083018,464.2351629375845
1.1927705833164992,587.1610187362834
1.1856677834429448,1623.1325438563233
1.1862305655080692,1012.1891122340469
1.1894797485718325,370.269690073085
1.1871931465716357,1088.4879180366345
1.1877238266572563,287.06636306443244
1.188129602679527,1122.4573947872464
1.1882906906372905,1724.2148621870263
1.1910299277081042,702.0539416076576
1.185874210299766,1268.091484134786
1.1900219907937533,1415.1517572691057
1.188546787909937,1252.4847748206346
1.1891306999855686,1605.8254111016379
1.1885155866060357,784.3522818921358
1.1926981277670698,806.4565485768735
1.1860128782713242,733.1990481601505
1.1914243596044736,386.82852324750326
1.187355103041136,510.87113438762844
1.1871257333243128,1447.0515562656942
1.1891691145428567,1234.8253135048178
1.1896373414446808,411.35651061503097
1.188912478065701,766.1591842976571
1.1907913161936423,237.04814852116053
1.186760112918434,861.4586199312889
1.1874628671541239,585.5453477039697
1.1861847336633216,287.24345986049036
1.1902736593761607,799.1727962778631
1.1914413974049658,1377.7164483508566
1.1900898659519261,1549.3599427671074
1.185836262242383,1702.2878387938642
1.1886461103669024,1203.9753269073206
1.1888214362672522,1325.258481468137
1.188305731670159,1617.022368782504
1.1919905416156498,657.0243771062588
1.1907261431945668,157.08945373232874
1.1905645457422838,1446.5132439784984
1.18546053386803,1286.0366724044686
1.1898958432254327,1102.7932573128912
1.1870604960252698,975.8227981888863
1.1911057278087966,403.70861717104566
1.1915370605164048,996.8101869425118
1.1882620253587632,687.6667488014482
1.1912486833736726,1181.0373505815835
1.1900044284717781,853.1638401394383
1.1853130801450356,1301.1814633014626
1.189545389709895,1023.6581703134723
1.188232957453643,598.0286090783192
1.1879793024949648,707.7256728960231
1.1919576731306132,1214.103636652064
1.1903857327162786,906.9683114260258
1.1871554565378473,690.0577579805193
1.191739798139953,1169.2595577864745
1.1909011088136239,612.7700752505252
1.1901414953063505,901.7518169673274
1.187505066444401,555.9885607707367
1.1883623382408846,312.9944896468027
1.1861457944416982,1080.3493981994118
1.1853459965976065,1513.1693301242565
1.191084134514013,503.76910481888876
1.1912845793925435,1410.223532805845
1.1877244627854606,1506.678345744076
1.1896400747891125,895.1908603334471
1.1884323365330431,922.9708562980148
1.1856911500945608,431.5352145204535
1.1861741517321758,1254.5900815319371
1.1877284313648957,668.6029412719051
1.1870916400810183,1162.7948897745555
1.186733134986076,511.28695376814517
1.192467948112285,579.5350054444634
1.1885028791452912,1541.5148945859955
1.1878444845554779,414.71695394012175
1.188769537971952,1468.0857926173373
1.1886956426252258,1020.6032565745735
1.1884907572498318,1248.1624473925003
1.1889417089922893,142.86828112176204
1.185761962432703,211.17328872170103
1.1860795705608704,256.69039029071524
1.1860996355564244,374.95662347914134
1.1883201773231997,637.1410823537279
1.1906103320934442,556.4950306318557
1.1921778756211583,899.1257742056146
1.1884169470709753,274.9320552898248
1.1899566415986231,670.2895700904851
1.1857267821635173,1088.7761482749565
1.189404932463525,783.7432003155949
1.185162423975083,387.84022327500173
1.190763118244814,772.4658827003597
1.1879702980819191,1535.673496629312
1.1855137527141555,321.6668993112916
1.1885062018357195,399.2455059546318
1.1873792989813046,554.927811167199
1.1874068692521562,977.5592018905734
1.1858593798513768,1371.5169385661156
1.1844588331358148,968.3981792765738
1.1890111691023457,371.59108940473635
1.1912405470415344,173.92405051347993
1.1862131157174465,1132.8689536726743
1.1873825240307476,890.9093688149395
1.186701752529584,905.467034895017
1.1892007971922656,619.9341142730406
1.1915728812759123,1225.0501887201901
1.1889176673214041,571.3133397947939
1.1888924013228173,914.635608477297
1.1894200262655452,843.1728280335
1.1903438725573863,689.4802958683624
1.188332772710002,283.17831211672706
1.1902324215375553,870.2335053195717
1.1909061823210187,1031.5459484285616
1.1908749885761778,1063.3330652599343
1.1864730489837596,604.8238790444238
1.18544673091361,1782.68151788453
1.190946282405686,1043.9570112942943
1.187258392861902,955.187022470401
1.1846897426872554,1057.0095503696612
1.1852880843767526,969.5327379891173
1.1899592721447494,327.3431756074053
1.1861114067815601,1021.1928375327776
1.1867729494294261,1707.6730787919134
1.184951948569527,1862.86216128568
1.1915652908930672,339.3443612333106
1.1890518971389448,1764.1916988358466
1.1888524068604422,590.6888888064674
1.191133152534879,1131.6554412485343
1.1874758430132504,1380.7520637140562
1.186782392535662,434.3984391583703
1.1889414780437837,955.8493105803201
1.1923323288652123,1515.0307880844166
1.1901958388119225,824.1400098595504
1.1876477656042168,1182.2291584675343
1.185437715133261,650.9378523224633
1.1908475247419783,511.42477306492066
1.1860077273820278,1189.6079900551686
1.1880600200388558,647.8285556060478
1.1848926631676167,1071.2935485030416
1.1901172876980388,106.22187452439012
1.1845541174105256,579.297598679855
1.1934616056939047,575.3700608785063
1.1911135547973475,468.9648041310873
1.190031866006433,1527.1880101063573
1.1865038592703532,457.4572122585462
1.189586189462251,263.26373096286545
1.1900682368990212,248.8924514144636
1.1875048789918028,1237.506288380354
1.1870276393304149,475.29856382773005
1.190538110497111,507.27430456466595
1.1862610198007104,1135.3673293450768
1.1869840884045149,472.87042897151986
1.1864090812759454,1846.0228942891586
1.1889550577383856,951.292128863609
1.1860731757210745,1247.809563115985
1.1924496694538327,745.6315370427852
1.1896235370754782,882.8635153529348
1.1930428450390131,503.9805013359973
1.1918575032263217,659.3908105605793
1.185868829291678,800.2748597382674
1.1857334413209502,1056.07622863959
1.1911354379833201,1431.5886379375256
1.1897466679033875,1282.4623898954185
1.1862594632025523,528.9094554229727
1.1903545070012596,1325.237466851074
1.1880376806372825,497.8392681071858
1.1900039323286147,533.3550715143341
1.1891395625795806,974.0308444845274
1.1882125945837994,1143.1658227072103
1.1852084927849869,1180.8874732100685
1.1864803145641545,263.8612683392233
1.1882807607109827,754.0111982549392
1.1893640245444974,981.8030827290236
1.1858232241124986,1626.4467079821673
1.1881532946257556,1276.1250168174806
1.1910694599639031,837.5035639992576
1.1878426457028197,1454.0202179427968
1.1923642904453637,609.293380666753
1.1892443490036646,1783.5036725793602
1.1906019138328052,771.8233576958856
1.1919360188619426,1684.6508954252745
1.1863556383160934,1365.662269151196
1.18829443959181,930.781908115576
1.1893932217646788,815.1046201627746
1.1922293472710623,711.5435959653611
1.1866174176560473,1194.540602050361
1.1893618899866347,1415.1433419319224
1.1864136087562183,1227.1765521255986
1.1880438866683753,1692.6630714203832
1.1916552573538202,1205.4747517432563
1.191019593198892,680.6485335860881
1.184879382971457,797.530858898387
1.1906917069483962,199.6324402215638
1.1910542517521219,657.9752777247368
1.1878965760133253,980.1397487546891
1.1892937505206895,1025.7616593727137
1.1885340175025478,811.7567403994592
1.1865631370808165,718.0770140817949
1.188350527722645,424.42321686431944
1.186849042692207,474.21751218982837
1.1857276912361834,1159.259339667112
1.1884403318942307,1470.5837465971326
1.1865885510529293,559.4463937190654
1.1869654439687298,1077.2239580727578
1.1912136425674962,1385.748784148122
1.1904527675352439,646.6574014927531
1.189868240019737,1569.013326781869
1.187965316087291,1679.890723329241
1.1913080754379504,1491.4641263000212
1.1862935444388707,1391.5633026725611
1.1851922311657854,757.0802001262937
1.1866943440658293,669.9097792039904
1.1861899498331452,1388.9507044379336
1.1907152601731446,928.8184243475586
1.1881419747227566,1120.9471687798555
1.1907452102883807,1092.389112842245
1.1876687622795685,297.0317568337002
1.1928359540319864,1190.4498546867844
1.18524258516346,1308.6664530605717
1.1884437237564824,905.5841126039749
1.189867234572654,727.895365115523
1.1896444068879828,451.318954008792
1.190531622612992,1264.4987094329094
1.1894544587443696,1079.961451416109
1.1913249607095646,928.9925073540979
1.1893711420610744,715.3646270380781
1.1880336340913453,515.7631160267641
1.1845618202722485,1435.4016723353704
1.1875241563177805,1324.2891376681239
1.1871544981410418,1295.4898934868495
1.1887906138792477,1040.4054807262005
1.187817358747603,768.4017356314221
1.1923485451024494,729.171966378939
1.1857381377575604,1225.6459946744617
1.1870675144015255,867.0057413315474
1.1929540329271537,821.3312597094058
1.1901651470393027,1186.6038455274656
1.1872853184936714,1018.0986487642535
1.186022815395491,879.9955647451665
